species,owner,country_of_origin,farm_name,lot_number,mill,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
Arabica,minwook ku,Laos,club green,NA,club green,kettles coffee roasters,1250m,lao p.d.r.,HanYong Choi,1,2 kg,Specialty Coffee Institute of Asia,2015,"November 5th, 2015",Minwook Ku,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,0.12
Arabica,finca estate,"Tanzania, United Republic Of",finca estate,NA,finca estate,finca estate,1300- 1400,meru,Finca Estate,1,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Finca Estate,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,0.12
Arabica,afca,Malawi,chikali,NA,mzuzu coffee coop union,mzuzu coffee planters coop union,2500m,mzuzu,Mzuzu Coffee Coop Union,16,60 kg,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,0.13
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",NA,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡","red on tree co., ltd.",600m,"dongshan dist., tainan city 臺南市東山區",Chen Jin Lin 陳金璘,50,20 kg,Specialty Coffee Association,2013,"July 22nd, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,0.09
Arabica,doi tung development project,Thailand,NA,NA,doi tung development project,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,"June 20th, 2014",Doi Tung Development Project,NA,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,0.11
Arabica,eric thormaehlen,Costa Rica,various,NA,coricafe sa,coricafe s.a.,1200-1400,central valley,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"June 9th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,0.1
Arabica,beneficio santa rosa,Honduras,bsr,NA,beneficio santa rosa s.a.,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,275,69 kg,Instituto Hondureño del Café,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,0.11
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,racafe & cia s.c.a,1800 - 2000,huila,NA,250,70 kg,Almacafé,2013,"September 13th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,0.11
Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,NA,gao chun fang 高醇坊,"red on tree co., ltd.",600-700 m,"dongshan dist., tainan city 臺南市東山區","Lin Huang, A-Mien 黃阿綿",30,10 kg,Specialty Coffee Association,2012,"June 3rd, 2013","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,0.12
Arabica,owen carver,Brazil,café do paraíso,NA,café do paraíso,café do paraíso,894m - 1183m,"minas gerais, br",Café do Paraíso,1,2 kg,Specialty Coffee Association,2012,"May 21st, 2013",Owen Carver,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,0.11
Arabica,jorge octavio escamilla prado,Mexico,la ceiba,NA,NA,NA,940,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,15,1 kg,AMECAFE,2012,"July 11th, 2012",JORGE OCTAVIO ESCAMILLA PRADO,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,0.12
Arabica,nucoffee,Brazil,campo das flores,NA,NA,nucoffee,1000m,south of minas,Vander Bonaccorsi,50,60 kg,NUCOFFEE,2012,"June 4th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,0.12
Arabica,nucoffee,Brazil,são josé da lagoa,NA,NA,nucoffee,1050m,cerrado,José Hiroiti,75,60 kg,NUCOFFEE,2012,"April 11th, 2012",NUCOFFEE,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,0.11
Arabica,juan luis alvarado romero,Guatemala,el faro,NA,NA,"elfasa, s.a.",NA,san marcos,PAUL STAUDER,250,1 kg,Asociacion Nacional Del Café,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,0.11
Arabica,nucoffee,Brazil,santa mariana/são vicente,NA,NA,nucoffee,950m,south of minas,Maria da Gloria Junqueira,53,60 kg,NUCOFFEE,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,0.12
Arabica,felipe isaza,Guatemala,conquista / morito,NA,beneficio ixchel,coffee resources inc.,4600 ft.,oriente,Conquista/Morito,250,2 kg,Specialty Coffee Association,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,0
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,NA,de 1.600 a 1.950 msn,huila,"Grupo Monserrate, La Plata",150,70 kg,Almacafé,Mayo a Julio,"July 29th, 2011",Racafe & Cia S.C.A,Caturra,NA,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,0.07
Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0633,beneficio ixchel,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,0.1
Arabica,juan luis alvarado romero,Guatemala,las delicias,11/23/0515,beneficio ixchel,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,0.11
Arabica,bismarck castro,Honduras,los hicaques,63,cigrah s.a de c.v.,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,274,67 kg,Instituto Hondureño del Café,2017,"June 1st, 2017",Bismarck Castro,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,0.12
Arabica,gabriel barbara,Brazil,santa bárbara,2016/0002,copag,volcafe ltda.,1020,monte carmelo,Múcio Cardoso,305,59 kg,Brazil Specialty Coffee Association,2016 / 2017,"October 26th, 2016",Gabriel Barbara,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,0.11
Arabica,consejo salvadoreño del café,El Salvador,la esperanza,NA,san miguel,consejo salvadoreño del café,1250,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2014,"May 5th, 2015",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,0.11
Arabica,juan luis alvarado romero,Guatemala,las cebollas y anexos,NA,la conquista,asociación nacional del café - anacafe -,1300 a 1800 mtrs. a nivel del mar,nuevo oriente,OVIDIO CARDONA,275,69 kg,Asociacion Nacional Del Café,2015,"April 20th, 2015",Juan Luis Alvarado Romero,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,0.11
Arabica,mcomafa co ltd,"Tanzania, United Republic Of",mcomafa farm no1155gr,NA,mcomafa,mcomafa co. ltd,1877,mbeya,Mcomafa,114,60 kg,Africa Fine Coffee Association,2014,"January 6th, 2015",Mcomafa Co Ltd,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,0.12
Arabica,chris finch,Nicaragua,NA,NA,NA,volcafe specialty coffee,NA,NA,NA,275,5 lbs,Specialty Coffee Association,2013,"July 29th, 2014",Chris Finch,NA,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,0.12
Arabica,lusso lab,Zambia,mubuyu munali,NA,NA,lusso coffee lab,1000-1500m,mubuyu estate,NA,13,2 kg,Specialty Coffee Association,2014,"June 20th, 2014",LUSSO LAB,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,0
Arabica,rob tuttle,Honduras,NA,NA,NA,thrive farmers,NA,NA,NA,1,2 kg,Specialty Coffee Association,2012,"January 17th, 2014",Rob Tuttle,NA,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,0.11
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,NA,dragon coffee 龍咖啡,blossom valley宸嶧國際,1000 m,taichung xinshe 台中市新社區,Chen gui jiao 陳桂嬌,35,30 kg,Blossom Valley International,2012,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,0.11
Arabica,calixto guillen vazquez,Mexico,various,NA,productores de cafes especiales sc,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,450,1 kg,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,0.12
Arabica,saul m. hernandez ramirez,Mexico,platanal,NA,en el plan de guadalupe,NA,981,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,0.13
Arabica,saul m. hernandez ramirez,Mexico,texpanco,NA,"en chiatipan, municipio de huazalingo",NA,690,"huazalingo, hidalgo","FRANCISCO SAENZ, FERNANDO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,0.14
Arabica,juan hermilio sampieri carcamo,Mexico,la laja,NA,la laja pinillos veracruz,NA,1650,veracruz,JUAN HERMILIO SAMPIERI CARCAMO,30,1 kg,AMECAFE,2012,"July 11th, 2012",JUAN HERMILIO SAMPIERI CARCAMO,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,0.12
Arabica,modesto landeros flores,Mexico,mata larga,NA,finca mata larga,NA,1000,fortín de las flores,MODESTO LANDEROS FLORES,62,1 kg,AMECAFE,2012,"July 11th, 2012",MODESTO LANDEROS FLORES,Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,0.12
Arabica,nucoffee,Brazil,sitío corrego da olaria/são caetano,NA,NA,nucoffee,1100m,grama valley,Fioravante Malagutti,8,60 kg,NUCOFFEE,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,0.12
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindio,NA,1600 m.s.n.m,cundinamarca,Exportadora de Café Cóndor S.A,250,70 kg,Almacafé,4T/2010,"February 1st, 2011",Exportadora de Cafe Condor S.A,NA,NA,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,0.09
Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,"unex guatemala, s.a.",518,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,0.1
Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-182,micro beneficio la cabaña-javier meza,bold coast coffee,1900,tarrazu,Manuel Montero,15,46 kg,Specialty Coffee Association,2016,"February 13th, 2017",Troy Quimby,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,0
Arabica,gabriel barbara,Brazil,helena,2017/001,copag,volcafe ltda.,973,monte carmelo,Helena Pingnatti Ricci,200,59 kg,Brazil Specialty Coffee Association,2016,"January 20th, 2017",Gabriel Barbara,Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,0.11
Arabica,aulia arif syahri,Indonesia,mudar,BALI INTEN DEWATA,pt. olam indonesia,pt. olam indonesia,1250,bali,MUDAR,166,30 kg,Specialty Coffee Association,2015,"January 19th, 2017",Aulia Arif Syahri,Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,0.11
Arabica,juan luis alvarado romero,Guatemala,chapultepec,11/23/0507,beneficio ixchel,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,130,69 kg,Asociacion Nacional Del Café,2015,"August 2nd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,0.1
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema comercial e exportadora sa,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,0
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema comercial e exportadora sa,ipanema coffees,1,south of minas,Ipanema Agrícola SA,300,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,0
Arabica,u mg mg,Myanmar,wat-ka-bu,NA,NA,NA,4001,ywar ngan,U Mg Mg,1,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",U Mg Mg,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,0
Arabica,viridiana,Mexico,rancho bonito,NA,rancho bonito,agroindustrias unidas de mexico sa de cv,1350-1500,chiapas,MARTINIANO A. MORENO ALVARADO,250,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"June 25th, 2015",VIRIDIANA,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,0.11
Arabica,cadexsa,Honduras,cerro bueno,NA,cadexsa,cadexsa,1400 msnm,marcala,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,0.12
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,NA,el patalillo,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty Coffee Association of Costa Rica,2015,"May 7th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,0.09
Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,NA,gao chun fang 高醇坊,taiwan coffee laboratory,700m,"dongshan dist., tainan city 臺南市東山區",LIN SIN JI 林信吉,8,5 kg,Specialty Coffee Association,2014,"April 30th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,0
Arabica,essencecoffee,Indonesia,dozen small farmer,NA,NA,essence coffee,1300m,lington nihuta,NA,300,10 kg,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,0.11
Arabica,afca,Malawi,kakoma,NA,mzuzu coffee coop union,mzuzu coffee planters coop union,1556m,kakoma,Mzuzu Coffee Coop Union,24,60 kg,Africa Fine Coffee Association,2014,"October 31st, 2014",AFCA,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,0.13
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema coffees,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 15th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,0.11
Arabica,NA,Honduras,gran manzana y el aguacate,NA,cigrah sps,cigrah,1350,comayagua,"Tomás Sosa, Juan Damaso",275,1 kg,Instituto Hondureño del Café,2014,"May 16th, 2014",NA,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,0.1
Arabica,kurt kappeli,Mexico,various,NA,cafe gourmet de sierra azul sc,globus coffee,1550 meters,"siltepec el triunfo, chiapas, mexico",various small producers,280,2 kg,Specialty Coffee Association,2014,"April 26th, 2014",Kurt Kappeli,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,0.11
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,racafe & cia s.c.a,de 1.600 a 1950 msnm,huila,LA PLATA,50,70 kg,Almacafé,2013,"July 19th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,0
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,19,100 lbs,Specialty Coffee Association,2012,"March 6th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,0
Arabica,jacques pereira carneiro,Brazil,sertao farm,NA,armazens gerais cocarive,exportadora de cafés carmo de minas ltda,1250,sul de minas,NAZARETH DIAS PEREIRA,300,60 kg,Specialty Coffee Association,2012,"March 2nd, 2013",Jacques Pereira Carneiro,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12
Arabica,juan luis alvarado romero,Guatemala,el sacramento,NA,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,0.11
Arabica,christina dusing,Mexico,finca muxbal,NA,ecc beneficio veracruz,NA,1500,veracruz,MARIA MAGDALENA LUETHJE Y GRIS,302,1 kg,AMECAFE,2012,"August 31st, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,0.12
Arabica,jorge francisco martinez hachity,Mexico,el deseo,NA,beneficio el grande,NA,1250,coatepec,JORGE FRANCISCO MARTINEZ HACHITY,15,1 kg,AMECAFE,2012,"July 11th, 2012",JORGE FRANCISCO MARTINEZ HACHITY,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,0.12
Arabica,nucoffee,Brazil,cianorte,NA,NA,NA,900-950m,cerrado,Marilsa de Fatima Peternela,58,60 kg,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,Mundo Novo,NA,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,0.02
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,triladora bonanza-armenia,NA,1600-1800 msnm,huila,NA,250,70 kg,Almacafé,1t/2011,"June 14th, 2011",Exportadora de Cafe Condor S.A,NA,NA,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,0.05
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,NA,kona pacific farmers cooperative,NA,NA,kona,NA,30,0 lbs,Specialty Coffee Association,NA,"May 24th, 2010",Kona Pacific Farmers Cooperative,NA,NA,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,0.02
Arabica,juan luis alvarado romero,Guatemala,las merceditas,11/23/0514,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11
Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,NA,apollo estate,"sunvirtue co., ltd.",1040,vietnam,Richard Yeh,1,2 kg,Specialty Coffee Association,2014,"December 21st, 2015","Sunvirtue Co., Ltd.",Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,0.12
Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,NA,ngorogoro convenant estate,ngorogoro convenant estate,1500 - 1700,ngorogoro,Ngorogoro Convenant Estate,1,60 kg,Africa Fine Coffee Association,2014,"January 8th, 2015",Ngorogoro Convenant Estate,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,0.12
Arabica,cafe politico,Brazil,NA,NA,NA,cafe politico,NA,NA,NA,1,5 lbs,Specialty Coffee Association,2013,"August 25th, 2014",Cafe Politico,NA,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,0.1
Arabica,saul m. hernandez ramirez,Mexico,los magueyes,NA,en santa maria temaxcalapa,NA,774,"tenango de doria, hidalgo","PEREZ LEMUS, FELIX",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,0.13
Arabica,sergio landa alarcon,Mexico,finca tepictla,NA,tepictla y xalapa veracruz,NA,1250,tepictla,SERGIO LANDA ALARCON,100,1 kg,AMECAFE,2012,"September 10th, 2012",SERGIO LANDA ALARCON,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,0.13
Arabica,diego manuel woolrich ramirez,Mexico,"arroyo triste, arroyo triste, san jose vista hermosa",NA,"arroyo triste, arroyo triste, san jose vista hermosa",NA,1100,oaxaca,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",42,1 kg,AMECAFE,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,0.11
Arabica,armando luis pohlenz martinez,Mexico,NA,NA,finca custepec,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,0.12
Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante doña graciela,NA,NA,finca las nubes,1650,la concordia,GRACIELA AGUILAR PERALTA,28,1 kg,AMECAFE,2012,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,0.12
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindioa,exportadora de cafe condor s.a,1750 msnm,huila,NA,250,70 kg,Almacafé,2011,"December 22nd, 2011",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,0
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,NA,de 1600 a 1950 msnm,huila,La Plata,275,70 kg,Almacafé,Mayo a Julio,"October 4th, 2011",Racafe & Cia S.C.A,NA,NA,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,0.08
Arabica,ipanema coffees,Brazil,fazenda capoeirnha,019/17,dry mill,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,0.11
Arabica,juan luis alvarado romero,Guatemala,las merceditas,11/23/0640,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,0.1
Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0701,beneficio ixchel,"unex guatemala, s.a.",4000,santa rosa,JESUS RAMIREZ,80,69 kg,Asociacion Nacional Del Café,2017,"June 5th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,0.12
Arabica,cadexsa,Honduras,bethel,340,dry mill,cadexsa,1450,marcala,JOSE OMAR ACOSTA,275,69 kg,Instituto Hondureño del Café,2016,"May 2nd, 2016",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,0.11
Arabica,taylor winch (coffee) ltd.,"Tanzania, United Republic Of",ngima,4783,dae ltd,volcafe/taylorwinch tanzania ltd,1800,mbinga,Ngima Amcos,320,60 kg,Tanzanian Coffee Board,2016,"April 27th, 2016",Taylor Winch (Coffee) Ltd.,NA,NA,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,0
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,345725 / K1620088,dry mill,"comercial internacional exportadora, s.a.",NA,jinotega,Rolando Lacayo Cardenal,275,69 kg,Instituto Hondureño del Café,NA,"March 11th, 2016","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",NA,NA,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,0.1
Arabica,racafe & cia s.c.a,Colombia,NA,3-37-1367,bachue,racafe & cia s.c.a,NA,la plata,NA,165,70 kg,Almacafé,2016,"January 21st, 2016",Racafe & Cia S.C.A,NA,NA,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,0
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema comercial e exportadora sa,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,0
Arabica,dae ltd company,"Tanzania, United Republic Of",multiple,NA,dae ltd,dae ltd company,1200-1800m,mbinga,DAE Ltd,20,60 kg,Africa Fine Coffee Association,2014,"January 2nd, 2015",DAE Ltd Company,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,0.12
